DEP_RES_21,Tranche d'age,AN_RECENS,CSP,TYP_ACT,POND
14,75 more,1968,9,6,5512
14,75 more,1968,8,5,12072
14,less than 15,1968,9,3,7172
14,45-59,1968,8,5,4404
14,60-74,1968,9,6,13588
14,60-74,1968,8,5,27476
14,15-29,1968,1,1,5420
14,30-44,1968,1,1,11444
14,30-44,1968,4,1,9184
14,less than 15,1968,6,1,428
14,30-44,1968,2,1,6912
14,45-59,1968,1,1,10084
14,60-74,1968,5,1,2752
14,60-74,1968,4,1,1548
14,60-74,1968,1,1,6412
14,15-29,1968,2,1,2416
14,15-29,1968,9,2,384
14,15-29,1968,4,2,140
14,75 more,1968,3,1,16
14,45-59,1968,4,2,36
14,30-44,1968,9,3,84
14,45-59,1968,6,2,428
14,15-29,1968,5,2,952
14,30-44,1968,5,2,228
14,75 more,1968,4,1,316
14,45-59,1968,3,2,16
14,75 more,1968,1,1,468
14,less than 15,1968,6,2,24
14,less than 15,1968,9,2,16
14,less than 15,1968,5,2,4
14,15-29,1968,6,2,1200
14,15-29,1968,3,2,24
14,30-44,1968,6,2,448
14,30-44,1968,9,2,16
14,30-44,1968,4,2,32
14,45-59,1968,9,3,8
14,45-59,1968,5,2,160
14,45-59,1968,9,2,8
14,60-74,1968,6,2,96
14,60-74,1968,5,2,40
14,less than 15,1968,1,1,92
14,less than 15,1968,2,1,16
14,less than 15,1968,5,1,136
14,75 more,1968,2,1,288
14,75 more,1968,5,1,80
14,75 more,1968,6,1,56
14,60-74,1968,3,2,4
14,30-44,1968,3,2,8
14,60-74,1968,4,2,8
15,less than 15,1968,9,6,39792
15,75 more,1968,8,5,5564
15,15-29,1968,9,3,7744
15,15-29,1968,9,6,5740
15,45-59,1968,9,6,8112
15,60-74,1968,8,5,11420
15,60-74,1968,9,6,7228
15,30-44,1968,5,1,2648
15,45-59,1968,6,1,4164
15,30-44,1968,6,1,6524
15,45-59,1968,5,1,1880
15,75 more,1968,2,1,144
15,15-29,1968,4,1,1720
15,30-44,1968,9,6,9592
15,15-29,1968,5,1,3476
15,15-29,1968,6,1,6828
15,30-44,1968,3,1,596
15,60-74,1968,3,1,164
15,30-44,1968,4,1,1900
15,less than 15,1968,9,3,2044
15,75 more,1968,9,6,3040
15,30-44,1968,2,1,2748
15,30-44,1968,1,1,7260
15,45-59,1968,3,1,524
15,60-74,1968,2,1,1572
15,60-74,1968,1,1,4384
15,60-74,1968,6,1,1004
15,15-29,1968,9,4,852
15,45-59,1968,4,1,1332
15,30-44,1968,5,2,36
15,60-74,1968,5,1,404
15,45-59,1968,8,5,1720
15,45-59,1968,2,1,3064
15,45-59,1968,4,2,12
15,15-29,1968,2,1,1016
15,15-29,1968,6,2,276
15,15-29,1968,5,2,208
15,45-59,1968,6,2,208
15,30-44,1968,6,2,164
15,15-29,1968,3,1,184
15,60-74,1968,4,1,292
15,15-29,1968,1,1,4140
15,45-59,1968,1,1,7188
15,less than 15,1968,6,1,76
15,75 more,1968,4,1,44
15,less than 15,1968,6,2,4
15,15-29,1968,4,2,28
15,15-29,1968,9,2,24
15,30-44,1968,9,3,16
15,30-44,1968,4,2,12
15,30-44,1968,9,2,4
15,45-59,1968,5,2,16
15,45-59,1968,9,3,4
15,60-74,1968,6,2,52
15,60-74,1968,4,2,4
15,60-74,1968,5,2,4
15,less than 15,1968,1,1,52
15,less than 15,1968,5,1,4
15,75 more,1968,1,1,492
15,75 more,1968,5,1,16
15,75 more,1968,6,1,24
15,75 more,1968,3,1,8
16,less than 15,1968,9,6,78200
16,75 more,1968,9,6,4812
16,30-44,1968,9,6,18604
16,less than 15,1968,9,3,4020
16,15-29,1968,9,3,12288
16,15-29,1968,9,6,10172
16,60-74,1968,8,5,23808
16,60-74,1968,9,6,11604
16,15-29,1968,5,1,8960
16,15-29,1968,2,1,1752
16,15-29,1968,3,1,592
16,30-44,1968,4,1,3896
16,30-44,1968,5,1,7132
16,45-59,1968,6,1,11548
16,30-44,1968,3,1,1620
16,15-29,1968,9,4,1632
16,30-44,1968,5,2,112
16,45-59,1968,9,6,14176
16,45-59,1968,8,5,2776
16,75 more,1968,8,5,13088
16,30-44,1968,2,1,4984
16,15-29,1968,6,1,19636
16,15-29,1968,4,1,3020
16,15-29,1968,1,1,3816
16,30-44,1968,6,1,17532
16,45-59,1968,2,1,5452
16,45-59,1968,5,1,5248
16,45-59,1968,4,1,2564
16,60-74,1968,2,1,2496
16,60-74,1968,5,1,1408
16,45-59,1968,3,1,1472
16,less than 15,1968,5,1,48
16,30-44,1968,1,1,8628
16,45-59,1968,1,1,10280
16,60-74,1968,4,1,584
16,60-74,1968,6,1,2772
16,60-74,1968,1,1,6020
16,60-74,1968,3,1,392
16,75 more,1968,4,1,68
16,less than 15,1968,6,1,452
16,less than 15,1968,6,2,4
16,15-29,1968,6,2,516
16,15-29,1968,5,2,512
16,15-29,1968,4,2,72
16,15-29,1968,9,2,16
16,15-29,1968,3,2,4
16,30-44,1968,9,3,68
16,30-44,1968,6,2,156
16,30-44,1968,4,2,44
16,30-44,1968,3,2,8
16,45-59,1968,6,2,196
16,45-59,1968,3,2,8
16,45-59,1968,4,2,24
16,45-59,1968,5,2,56
16,60-74,1968,5,2,12
16,60-74,1968,4,2,4
16,less than 15,1968,1,1,76
16,less than 15,1968,2,1,4
16,less than 15,1968,4,1,4
16,75 more,1968,1,1,424
16,75 more,1968,2,1,208
16,75 more,1968,5,1,40
16,75 more,1968,3,1,16
16,75 more,1968,6,1,44
16,60-74,1968,6,2,8
17,less than 15,1968,9,6,117436
17,60-74,1968,8,5,32532
17,75 more,1968,9,6,9544
17,15-29,1968,9,3,18488
17,15-29,1968,6,2,836
17,30-44,1968,9,6,29940
17,45-59,1968,9,6,25272
17,75 more,1968,8,5,16672
17,45-59,1968,8,5,5008
17,15-29,1968,5,1,15188
17,15-29,1968,6,1,25028
17,30-44,1968,4,1,6048
17,30-44,1968,5,1,10964
17,15-29,1968,9,6,18272
17,15-29,1968,5,2,876
17,60-74,1968,9,6,21824
17,15-29,1968,1,1,6008
17,15-29,1968,4,1,5312
17,30-44,1968,6,1,18660
17,30-44,1968,2,1,7204
17,30-44,1968,1,1,12536
17,45-59,1968,5,1,8172
17,45-59,1968,6,1,11976
17,30-44,1968,3,1,2244
17,45-59,1968,2,1,7836
17,45-59,1968,3,1,1876
17,45-59,1968,4,1,4316
17,60-74,1968,6,1,2816
17,60-74,1968,1,1,6728
17,75 more,1968,5,1,64
17,15-29,1968,2,1,2396
17,45-59,1968,4,2,64
17,15-29,1968,3,1,812
17,45-59,1968,1,1,13084
17,60-74,1968,5,1,1984
17,75 more,1968,2,1,164
17,less than 15,1968,9,3,6100
17,15-29,1968,9,4,2544
17,60-74,1968,4,1,888
17,60-74,1968,2,1,3236
17,less than 15,1968,6,1,652
17,30-44,1968,5,2,212
17,30-44,1968,9,3,80
17,60-74,1968,6,2,116
17,75 more,1968,1,1,332
17,60-74,1968,3,1,484
17,45-59,1968,6,2,364
17,30-44,1968,6,2,408
17,60-74,1968,5,2,40
17,15-29,1968,4,2,132
17,45-59,1968,5,2,192
17,30-44,1968,4,2,60
17,75 more,1968,3,1,40
17,less than 15,1968,6,2,8
17,less than 15,1968,9,4,4
17,less than 15,1968,5,2,4
17,15-29,1968,9,2,96
17,15-29,1968,3,2,8
17,60-74,1968,4,2,28
17,60-74,1968,3,2,20
17,75 more,1968,6,2,4
17,30-44,1968,3,2,20
17,75 more,1968,4,1,84
17,less than 15,1968,1,1,136
17,less than 15,1968,5,1,148
17,less than 15,1968,3,1,4
17,less than 15,1968,2,1,4
17,75 more,1968,6,1,24
17,45-59,1968,3,2,4
17,45-59,1968,9,3,4
17,30-44,1968,9,4,4
17,30-44,1968,9,2,4
18,less than 15,1968,9,6,68132
18,less than 15,1968,9,3,3692
18,15-29,1968,9,3,10628
18,15-29,1968,5,2,340
18,30-44,1968,9,6,16804
18,60-74,1968,8,5,22552
18,45-59,1968,9,6,15216
18,60-74,1968,9,6,13832
18,75 more,1968,9,6,6404
18,75 more,1968,8,5,12124
18,45-59,1968,8,5,2368
18,15-29,1968,2,1,1464
18,15-29,1968,5,1,9036
18,15-29,1968,1,1,2112
18,15-29,1968,4,1,3592
18,30-44,1968,1,1,5088
18,15-29,1968,6,1,19796
18,15-29,1968,3,1,660
18,30-44,1968,6,1,16508
18,30-44,1968,5,1,6752
18,45-59,1968,2,1,4976
18,45-59,1968,5,1,5304
18,45-59,1968,4,1,3076
18,45-59,1968,6,1,12176
18,45-59,1968,3,1,1272
18,15-29,1968,9,6,9180
18,15-29,1968,6,2,536
18,less than 15,1968,6,1,300
18,30-44,1968,2,1,4204
18,60-74,1968,6,1,3212
18,30-44,1968,4,1,4556
18,30-44,1968,3,1,1632
18,45-59,1968,1,1,5608
18,60-74,1968,2,1,2116
18,60-74,1968,5,1,1552
18,60-74,1968,4,1,648
18,60-74,1968,3,1,308
18,15-29,1968,9,4,1300
18,30-44,1968,6,2,240
18,45-59,1968,6,2,248
18,60-74,1968,5,2,28
18,60-74,1968,1,1,3568
18,less than 15,1968,5,1,100
18,75 more,1968,2,1,176
18,30-44,1968,3,2,8
18,30-44,1968,5,2,112
18,75 more,1968,4,1,64
18,60-74,1968,6,2,56
18,15-29,1968,4,2,64
18,less than 15,1968,6,2,8
18,15-29,1968,9,2,4
18,30-44,1968,9,3,92
18,30-44,1968,4,2,16
18,30-44,1968,9,4,4
18,45-59,1968,9,3,12
18,45-59,1968,4,2,16
18,45-59,1968,5,2,68
18,less than 15,1968,1,1,52
18,less than 15,1968,3,1,4
18,75 more,1968,1,1,244
18,75 more,1968,5,1,52
18,75 more,1968,6,1,72
18,75 more,1968,3,1,12
18,60-74,1968,4,2,12
18,45-59,1968,3,2,8
18,75 more,1968,6,2,4
19,less than 15,1968,9,6,47528
19,less than 15,1968,9,3,2812
19,15-29,1968,9,6,6604
19,45-59,1968,9,6,11136
19,60-74,1968,8,5,19376
19,60-74,1968,9,6,8764
19,75 more,1968,9,6,4020
19,75 more,1968,8,5,10424
19,30-44,1968,5,1,4568
19,30-44,1968,2,1,4072
19,30-44,1968,4,1,3300
19,45-59,1968,5,1,3440
19,45-59,1968,6,1,6868
19,30-44,1968,6,1,9532
19,30-44,1968,9,6,12944
19,15-29,1968,9,3,10772
19,45-59,1968,6,2,100
19,45-59,1968,8,5,3068
19,15-29,1968,5,1,5280
19,30-44,1968,1,1,8864
19,15-29,1968,1,1,3296
19,15-29,1968,4,1,2632
19,30-44,1968,3,1,1164
19,45-59,1968,3,1,1060
19,45-59,1968,1,1,11164
19,45-59,1968,2,1,4492
19,60-74,1968,3,1,200
19,60-74,1968,4,1,452
19,60-74,1968,6,1,1092
19,15-29,1968,9,4,1196
19,15-29,1968,9,2,156
19,30-44,1968,5,2,80
19,15-29,1968,6,1,10324
19,15-29,1968,3,1,456
19,15-29,1968,2,1,1160
19,45-59,1968,4,1,2392
19,60-74,1968,1,1,8132
19,75 more,1968,2,1,148
19,60-74,1968,2,1,2044
19,75 more,1968,4,1,52
19,60-74,1968,5,1,748
19,15-29,1968,5,2,212
19,45-59,1968,4,2,12
19,60-74,1968,6,2,36
19,less than 15,1968,6,1,100
19,75 more,1968,1,1,1036
19,15-29,1968,6,2,212
19,15-29,1968,4,2,36
19,15-29,1968,3,2,4
19,30-44,1968,9,3,28
19,30-44,1968,6,2,96
19,30-44,1968,9,4,4
19,30-44,1968,4,2,16
19,45-59,1968,5,2,44
19,60-74,1968,4,2,4
19,60-74,1968,5,2,20
19,less than 15,1968,2,1,4
19,less than 15,1968,1,1,32
19,less than 15,1968,5,1,12
19,75 more,1968,5,1,32
19,75 more,1968,3,1,12
19,75 more,1968,6,1,12
19,30-44,1968,9,2,4
19,45-59,1968,9,3,4
21,less than 15,1968,9,6,104268
21,15-29,1968,9,3,23816
21,15-29,1968,9,6,12368
21,15-29,1968,6,2,652
21,15-29,1968,4,2,152
21,30-44,1968,9,6,23392
21,45-59,1968,9,6,17460
21,15-29,1968,9,4,2324
21,45-59,1968,5,2,88
21,45-59,1968,8,5,3728
21,60-74,1968,8,5,24184
21,60-74,1968,9,6,14896
21,75 more,1968,8,5,12396
21,75 more,1968,9,6,6912
21,15-29,1968,3,2,24
21,45-59,1968,6,2,276
21,15-29,1968,4,1,7272
21,15-29,1968,6,1,26108
21,15-29,1968,5,1,16996
21,30-44,1968,3,1,3404
21,30-44,1968,4,1,7684
21,30-44,1968,6,1,19932
21,15-29,1968,3,1,1612
21,30-44,1968,5,1,12100
21,30-44,1968,2,1,5336
21,45-59,1968,5,1,8928
21,45-59,1968,4,1,5008
21,45-59,1968,2,1,5408
21,45-59,1968,6,1,13032
21,45-59,1968,3,1,2660
21,45-59,1968,1,1,6116
21,60-74,1968,2,1,2600
21,60-74,1968,6,1,3416
21,60-74,1968,1,1,3940
21,60-74,1968,4,1,1104
21,60-74,1968,3,1,624
21,60-74,1968,5,1,2140
21,75 more,1968,1,1,268
21,15-29,1968,1,1,3132
21,less than 15,1968,9,3,5520
21,30-44,1968,1,1,6136
21,15-29,1968,2,1,2104
21,15-29,1968,5,2,380
21,60-74,1968,3,2,8
21,45-59,1968,3,2,4
21,75 more,1968,5,1,64
21,less than 15,1968,6,1,344
21,30-44,1968,6,2,224
21,30-44,1968,5,2,152
21,75 more,1968,2,1,224
21,less than 15,1968,6,2,8
21,15-29,1968,9,2,20
21,30-44,1968,9,3,100
21,30-44,1968,3,2,16
21,30-44,1968,4,2,32
21,45-59,1968,9,3,8
21,60-74,1968,6,2,108
21,60-74,1968,5,2,24
21,60-74,1968,4,2,4
21,less than 15,1968,1,1,16
21,less than 15,1968,2,1,36
21,less than 15,1968,5,1,104
21,75 more,1968,6,1,48
21,75 more,1968,4,1,88
21,75 more,1968,3,1,24
21,less than 15,1968,9,4,4
21,45-59,1968,4,2,8
22,less than 15,1968,9,6,122252
22,15-29,1968,9,6,13128
22,60-74,1968,8,5,37304
22,75 more,1968,8,5,14420
22,less than 15,1968,9,3,6928
22,15-29,1968,5,1,12764
22,15-29,1968,4,1,5876
22,30-44,1968,5,1,8032
22,30-44,1968,4,1,5612
22,45-59,1968,6,1,11832
22,45-59,1968,5,1,5824
22,15-29,1968,2,1,2872
22,15-29,1968,9,3,23844
22,30-44,1968,9,6,24452
22,15-29,1968,6,2,648
22,45-59,1968,6,2,460
22,45-59,1968,9,6,22516
22,60-74,1968,9,6,19084
22,75 more,1968,9,6,7500
22,45-59,1968,8,5,6580
22,15-29,1968,6,1,21516
22,15-29,1968,3,1,1124
22,30-44,1968,6,1,18508
22,30-44,1968,3,1,2564
22,30-44,1968,2,1,8876
22,45-59,1968,2,1,8116
22,45-59,1968,4,1,3936
22,45-59,1968,3,1,1528
22,60-74,1968,2,1,3144
22,60-74,1968,5,1,1228
22,60-74,1968,1,1,11452
22,60-74,1968,4,1,1052
22,75 more,1968,1,1,472
22,60-74,1968,6,1,2348
22,15-29,1968,5,2,408
22,30-44,1968,6,2,440
22,45-59,1968,1,1,25024
22,15-29,1968,9,4,2684
22,30-44,1968,1,1,26548
22,15-29,1968,1,1,11780
22,75 more,1968,2,1,228
22,60-74,1968,3,1,364
22,15-29,1968,9,2,100
22,15-29,1968,4,2,112
22,15-29,1968,3,2,12
22,30-44,1968,9,3,56
22,30-44,1968,5,2,112
22,30-44,1968,9,2,8
22,30-44,1968,3,2,12
22,45-59,1968,3,2,8
22,45-59,1968,9,2,8
22,45-59,1968,5,2,84
22,45-59,1968,4,2,16
22,60-74,1968,6,2,92
22,60-74,1968,5,2,12
22,less than 15,1968,1,1,224
22,less than 15,1968,6,1,268
22,less than 15,1968,5,1,32
22,less than 15,1968,2,1,12
22,75 more,1968,4,1,188
22,75 more,1968,5,1,28
22,75 more,1968,3,1,20
22,75 more,1968,6,1,12
22,60-74,1968,4,2,4
22,30-44,1968,4,2,12
23,15-29,1968,9,6,3596
23,30-44,1968,9,6,6708
23,60-74,1968,8,5,15652
23,75 more,1968,8,5,9392
23,less than 15,1968,9,6,28996
23,15-29,1968,9,3,5940
23,45-59,1968,4,1,964
23,30-44,1968,1,1,8756
23,45-59,1968,1,1,9704
23,60-74,1968,2,1,1620
23,45-59,1968,5,1,1928
23,45-59,1968,8,5,1392
23,45-59,1968,9,6,6120
23,60-74,1968,9,6,5684
23,75 more,1968,9,6,2524
23,45-59,1968,6,1,4044
23,15-29,1968,6,1,5692
23,30-44,1968,3,1,484
23,15-29,1968,1,1,3400
23,15-29,1968,5,1,2664
23,30-44,1968,6,1,5560
23,30-44,1968,4,1,1324
23,30-44,1968,2,1,2416
23,45-59,1968,2,1,2948
23,60-74,1968,6,1,1152
23,60-74,1968,5,1,580
23,less than 15,1968,9,3,1472
23,15-29,1968,5,2,140
23,30-44,1968,6,2,108
23,15-29,1968,6,2,172
23,15-29,1968,9,4,660
23,45-59,1968,6,2,116
23,15-29,1968,4,1,1360
23,15-29,1968,2,1,632
23,15-29,1968,3,1,172
23,60-74,1968,1,1,6604
23,less than 15,1968,6,1,80
23,30-44,1968,5,1,2400
23,45-59,1968,3,1,460
23,60-74,1968,3,1,140
23,60-74,1968,4,1,248
23,75 more,1968,2,1,116
23,75 more,1968,1,1,856
23,75 more,1968,4,1,36
23,30-44,1968,5,2,32
23,15-29,1968,9,2,100
23,30-44,1968,9,3,8
23,15-29,1968,4,2,28
23,45-59,1968,5,2,20
23,45-59,1968,4,2,12
23,60-74,1968,6,2,36
23,60-74,1968,5,2,4
23,less than 15,1968,1,1,56
23,less than 15,1968,5,1,16
23,less than 15,1968,2,1,8
23,75 more,1968,3,1,12
23,75 more,1968,5,1,12
23,30-44,1968,4,2,8
23,45-59,1968,3,2,4
23,75 more,1968,6,1,8
24,less than 15,1968,9,6,78808
24,15-29,1968,9,3,15444
24,30-44,1968,9,6,20704
24,60-74,1968,8,5,32192
24,75 more,1968,9,6,6196
24,45-59,1968,9,6,18424
24,15-29,1968,9,4,2232
24,15-29,1968,9,6,11100
24,60-74,1968,9,6,14688
24,75 more,1968,8,5,15936
24,15-29,1968,5,1,8488
24,15-29,1968,6,1,17880
24,15-29,1968,2,1,2316
24,15-29,1968,4,1,3144
24,45-59,1968,6,1,11352
24,45-59,1968,5,1,5468
24,60-74,1968,2,1,2640
24,75 more,1968,3,1,32
24,30-44,1968,3,1,1512
24,30-44,1968,2,1,5928
24,15-29,1968,3,1,524
24,15-29,1968,4,2,72
24,30-44,1968,6,2,252
24,45-59,1968,8,5,3972
24,45-59,1968,5,2,92
24,30-44,1968,6,1,16036
24,45-59,1968,1,1,17596
24,30-44,1968,4,1,3964
24,30-44,1968,5,1,6688
24,30-44,1968,1,1,13916
24,45-59,1968,2,1,6600
24,45-59,1968,3,1,1448
24,60-74,1968,6,1,2256
24,60-74,1968,1,1,9504
24,60-74,1968,3,1,336
24,less than 15,1968,9,3,4484
24,45-59,1968,4,1,3032
24,60-74,1968,4,1,540
24,75 more,1968,4,1,124
24,15-29,1968,6,2,420
24,75 more,1968,2,1,164
24,60-74,1968,5,1,1152
24,30-44,1968,9,3,72
24,less than 15,1968,6,1,424
24,75 more,1968,6,1,48
24,45-59,1968,6,2,248
24,15-29,1968,5,2,368
24,45-59,1968,9,3,16
24,less than 15,1968,5,1,52
24,15-29,1968,1,1,6044
24,30-44,1968,5,2,128
24,60-74,1968,6,2,80
24,75 more,1968,1,1,748
24,less than 15,1968,6,2,4
24,15-29,1968,9,2,156
24,15-29,1968,3,2,20
24,30-44,1968,4,2,32
24,30-44,1968,9,2,4
24,45-59,1968,4,2,40
24,60-74,1968,5,2,12
24,60-74,1968,4,2,8
24,75 more,1968,6,2,4
24,less than 15,1968,1,1,112
24,less than 15,1968,2,1,20
24,75 more,1968,5,1,44
24,30-44,1968,3,2,8
24,45-59,1968,3,2,8
24,less than 15,1968,9,4,4
25,less than 15,1968,9,6,118352
25,15-29,1968,9,3,22928
25,15-29,1968,9,6,14232
25,30-44,1968,9,6,25516
25,60-74,1968,8,5,21408
25,45-59,1968,9,6,15380
25,15-29,1968,5,2,376
25,less than 15,1968,9,3,6116
25,45-59,1968,6,2,264
25,45-59,1968,8,5,3220
25,60-74,1968,9,6,11496
25,75 more,1968,9,6,4304
25,75 more,1968,8,5,9032
25,15-29,1968,6,1,32504
25,15-29,1968,4,1,7224
25,15-29,1968,5,1,13520
25,30-44,1968,6,1,26840
25,30-44,1968,5,1,9328
25,30-44,1968,4,1,9384
25,45-59,1968,3,1,1972
25,60-74,1968,3,1,416
25,15-29,1968,3,1,1508
25,15-29,1968,2,1,1928
25,15-29,1968,1,1,3656
25,30-44,1968,2,1,4848
25,30-44,1968,3,1,2948
25,45-59,1968,2,1,3900
25,45-59,1968,4,1,5464
25,45-59,1968,5,1,7328
25,45-59,1968,6,1,14956
25,45-59,1968,1,1,5836
25,60-74,1968,6,1,3032
25,60-74,1968,4,1,1220
25,60-74,1968,2,1,1820
25,15-29,1968,9,4,2264
25,60-74,1968,5,2,20
25,less than 15,1968,3,1,4
25,60-74,1968,5,1,1744
25,30-44,1968,1,1,6408
25,75 more,1968,2,1,124
25,75 more,1968,5,1,44
25,15-29,1968,6,2,652
25,45-59,1968,4,2,28
25,45-59,1968,5,2,88
25,30-44,1968,9,3,96
25,30-44,1968,5,2,144
25,30-44,1968,6,2,348
25,less than 15,1968,6,2,4
25,15-29,1968,9,2,20
25,15-29,1968,4,2,112
25,30-44,1968,3,2,4
25,30-44,1968,4,2,28
25,60-74,1968,6,2,80
25,75 more,1968,6,2,4
25,15-29,1968,3,2,20
25,60-74,1968,1,1,2956
25,less than 15,1968,1,1,60
25,less than 15,1968,6,1,72
25,less than 15,1968,5,1,12
25,75 more,1968,1,1,176
25,75 more,1968,6,1,20
25,75 more,1968,3,1,16
25,75 more,1968,4,1,112
25,45-59,1968,9,3,16
25,60-74,1968,4,2,8
25,30-44,1968,9,4,12
26,less than 15,1968,9,6,82468
26,15-29,1968,9,3,15228
26,15-29,1968,4,2,84
26,15-29,1968,9,6,12336
26,30-44,1968,9,6,21660
26,60-74,1968,9,6,14036
26,45-59,1968,9,6,16052
26,45-59,1968,8,5,2544
26,less than 15,1968,9,3,4284
26,60-74,1968,8,5,19776
26,75 more,1968,8,5,9776
26,75 more,1968,9,6,5660
26,30-44,1968,4,1,5960
26,15-29,1968,5,1,10520
26,15-29,1968,6,1,20456
26,15-29,1968,4,1,4816
26,15-29,1968,2,1,1908
26,30-44,1968,5,1,8040
26,30-44,1968,6,1,17512
26,30-44,1968,3,1,2184
26,45-59,1968,5,1,5840
26,60-74,1968,6,1,2824
26,45-59,1968,2,1,4708
26,45-59,1968,4,1,3576
26,15-29,1968,3,1,776
26,30-44,1968,2,1,5136
26,30-44,1968,1,1,5912
26,45-59,1968,6,1,10964
26,45-59,1968,1,1,7080
26,45-59,1968,3,1,1704
26,60-74,1968,5,1,1424
26,60-74,1968,2,1,2008
26,60-74,1968,1,1,4912
26,60-74,1968,4,1,1040
26,60-74,1968,3,1,356
26,15-29,1968,1,1,3164
26,15-29,1968,9,4,1600
26,75 more,1968,1,1,552
26,75 more,1968,4,1,172
26,15-29,1968,5,2,280
26,15-29,1968,6,2,484
26,30-44,1968,6,2,308
26,30-44,1968,5,2,120
26,45-59,1968,4,2,44
26,45-59,1968,6,2,224
26,15-29,1968,9,2,28
26,30-44,1968,4,2,32
26,45-59,1968,5,2,68
26,60-74,1968,5,2,36
26,60-74,1968,6,2,136
26,less than 15,1968,5,1,8
26,less than 15,1968,6,1,80
26,75 more,1968,3,1,16
26,75 more,1968,5,1,28
26,75 more,1968,2,1,220
26,75 more,1968,6,1,28
26,less than 15,1968,9,4,4
26,30-44,1968,9,3,32
26,45-59,1968,3,2,16
26,45-59,1968,9,3,8
26,45-59,1968,9,2,4
26,less than 15,1968,1,1,16
26,less than 15,1968,2,1,12
26,60-74,1968,3,2,4
26,30-44,1968,3,2,8
26,15-29,1968,3,2,8
27,less than 15,1968,9,6,104236
27,60-74,1968,8,5,21792
27,less than 15,1968,9,3,5264
27,15-29,1968,9,3,12256
27,15-29,1968,9,4,2124
27,15-29,1968,9,6,11716
27,45-59,1968,9,6,13264
27,45-59,1968,8,5,3464
27,60-74,1968,9,6,10856
27,75 more,1968,8,5,11172
27,15-29,1968,4,1,4972
27,15-29,1968,5,1,13384
27,15-29,1968,6,1,30216
27,30-44,1968,6,1,23320
27,30-44,1968,3,1,2112
27,30-44,1968,2,1,5852
27,45-59,1968,5,1,6016
27,15-29,1968,6,2,740
27,15-29,1968,4,2,48
27,30-44,1968,9,6,20124
27,75 more,1968,9,6,4668
27,15-29,1968,2,1,2224
27,45-59,1968,4,1,3788
27,15-29,1968,1,1,3128
27,30-44,1968,4,1,6268
27,30-44,1968,5,1,7708
27,30-44,1968,1,1,6792
27,45-59,1968,6,1,14592
27,45-59,1968,1,1,6012
27,45-59,1968,2,1,5140
27,45-59,1968,3,1,1504
27,60-74,1968,1,1,4076
27,60-74,1968,6,1,4524
27,60-74,1968,3,1,476
27,60-74,1968,4,1,944
27,60-74,1968,5,1,2068
27,60-74,1968,2,1,2512
27,75 more,1968,1,1,304
27,15-29,1968,9,2,140
27,15-29,1968,3,1,660
27,30-44,1968,9,3,68
27,45-59,1968,6,2,368
27,30-44,1968,5,2,96
27,15-29,1968,5,2,420
27,30-44,1968,6,2,388
27,45-59,1968,4,2,60
27,60-74,1968,5,2,36
27,60-74,1968,6,2,132
27,less than 15,1968,5,1,88
27,less than 15,1968,2,1,28
27,less than 15,1968,6,1,464
27,75 more,1968,2,1,192
27,75 more,1968,4,1,116
27,45-59,1968,5,2,124
27,75 more,1968,6,1,68
27,less than 15,1968,5,2,4
27,less than 15,1968,9,2,4
27,15-29,1968,3,2,8
27,30-44,1968,3,2,8
27,60-74,1968,9,2,4
27,30-44,1968,4,2,56
27,less than 15,1968,1,1,52
27,less than 15,1968,3,1,8
27,75 more,1968,5,1,64
27,75 more,1968,3,1,24
27,60-74,1968,3,2,8
27,75 more,1968,6,2,4
27,45-59,1968,3,2,4
27,45-59,1968,9,2,12
27,30-44,1968,9,2,4
27,30-44,1968,9,4,4
28,less than 15,1968,9,6,78560
28,30-44,1968,9,3,64
28,30-44,1968,9,6,15912
28,45-59,1968,9,6,11368
28,45-59,1968,8,5,2288
28,60-74,1968,9,6,9244
28,60-74,1968,8,5,19724
28,75 more,1968,8,5,10108
28,15-29,1968,4,1,4440
28,30-44,1968,5,1,7220
28,45-59,1968,6,1,10428
28,45-59,1968,3,1,1312
28,45-59,1968,5,1,5580
28,60-74,1968,5,1,1848
28,60-74,1968,4,1,828
28,75 more,1968,5,1,68
28,15-29,1968,9,3,10688
28,15-29,1968,9,6,8580
28,75 more,1968,9,6,4252
28,less than 15,1968,9,3,3924
28,45-59,1968,6,2,364
28,30-44,1968,6,2,316
28,15-29,1968,5,1,11116
28,15-29,1968,6,1,22680
28,30-44,1968,3,1,1816
28,30-44,1968,4,1,5084
28,30-44,1968,6,1,16092
28,75 more,1968,2,1,124
28,60-74,1968,6,1,3180
28,15-29,1968,1,1,2160
28,15-29,1968,2,1,1220
28,30-44,1968,1,1,5712
28,30-44,1968,2,1,4108
28,45-59,1968,2,1,4084
28,45-59,1968,4,1,3000
28,45-59,1968,1,1,5248
28,60-74,1968,2,1,1772
28,60-74,1968,3,1,372
28,75 more,1968,4,1,172
28,15-29,1968,3,1,632
28,15-29,1968,5,2,308
28,60-74,1968,1,1,2696
28,15-29,1968,6,2,544
28,45-59,1968,5,2,104
28,15-29,1968,9,4,1352
28,less than 15,1968,5,1,92
28,45-59,1968,4,2,20
28,15-29,1968,4,2,60
28,75 more,1968,3,1,16
28,30-44,1968,5,2,108
28,30-44,1968,4,2,40
28,60-74,1968,4,2,12
28,60-74,1968,5,2,40
